Radiologist ID,Date,Avg Temp (°C),Rainfall (mm),Travel Cost (£),Internet Issues at Home,Trainee Assigned,Supervised Session,Cold Session,Admin Work,Morning Shift Work Location,Afternoon Shift Work Location
R11,2024-01-02,9.709001,20.400002,8.6,No,Yes,Yes,No,No,office,office
R1,2024-01-03,7.3819165,5.2999997,8.51,No,Yes,No,No,No,office,office
R2,2024-01-03,7.3819165,5.2999997,13.16,No,Yes,No,No,No,office,office
R3,2024-01-03,7.3819165,5.2999997,6.39,No,No,Yes,No,No,office,office
R4,2024-01-03,7.3819165,5.2999997,8.73,Yes,No,No,Yes,No,office,office
R5,2024-01-03,7.3819165,5.2999997,5.83,No,No,No,No,No,office,home
R6,2024-01-03,7.3819165,5.2999997,12.32,Yes,No,No,No,No,office,office
R7,2024-01-03,7.3819165,5.2999997,7.85,No,No,No,No,No,home,office
R8,2024-01-03,7.3819165,5.2999997,5.96,No,No,No,No,No,home,home
R9,2024-01-03,7.3819165,5.2999997,6.38,No,No,Yes,Yes,No,office,office
R10,2024-01-03,7.3819165,5.2999997,10.86,No,No,No,No,Yes,office,home
R11,2024-01-03,7.3819165,5.2999997,5.15,No,No,No,Yes,Yes,home,home
R1,2024-01-04,6.2360826,8.0,7.01,No,No,Yes,No,No,office,office
R2,2024-01-04,6.2360826,8.0,12.78,No,No,No,Yes,No,office,office
R3,2024-01-04,6.2360826,8.0,12.25,Yes,Yes,No,Yes,Yes,office,office
R4,2024-01-04,6.2360826,8.0,8.73,No,Yes,Yes,No,No,office,office
R5,2024-01-04,6.2360826,8.0,5.83,No,No,No,Yes,No,office,office
R6,2024-01-04,6.2360826,8.0,8.49,Yes,No,Yes,Yes,No,office,office
R7,2024-01-04,6.2360826,8.0,11.23,No,No,No,Yes,No,office,office
R8,2024-01-04,6.2360826,8.0,5.33,No,No,No,Yes,No,home,home
R9,2024-01-04,6.2360826,8.0,6.38,Yes,No,Yes,No,No,office,office
R10,2024-01-04,6.2360826,8.0,10.86,No,No,Yes,Yes,No,office,office
R11,2024-01-04,6.2360826,8.0,8.6,No,No,No,No,No,office,office
R1,2024-01-05,5.96525,9.800001,8.12,No,No,Yes,No,Yes,office,office
R2,2024-01-05,5.96525,9.800001,13.16,No,No,Yes,No,Yes,office,office
R3,2024-01-05,5.96525,9.800001,6.39,No,No,Yes,No,No,office,office
R4,2024-01-05,5.96525,9.800001,8.73,Yes,No,No,No,No,office,office
R5,2024-01-05,5.96525,9.800001,10.59,No,Yes,Yes,No,No,office,office
R6,2024-01-05,5.96525,9.800001,7.62,No,Yes,Yes,Yes,Yes,office,office
R7,2024-01-05,5.96525,9.800001,7.85,No,No,Yes,Yes,No,office,office
R8,2024-01-05,5.96525,9.800001,5.96,No,No,Yes,No,Yes,office,office
R9,2024-01-05,5.96525,9.800001,6.38,Yes,No,No,No,Yes,office,office
R10,2024-01-05,5.96525,9.800001,10.86,No,No,Yes,No,No,office,office
R11,2024-01-05,5.96525,9.800001,8.6,No,No,Yes,Yes,No,office,office
R1,2024-01-08,2.3548334,0.2,9.44,No,No,Yes,No,No,office,office
R2,2024-01-08,2.3548334,0.2,13.16,No,No,No,Yes,Yes,home,home
R3,2024-01-08,2.3548334,0.2,6.39,No,No,Yes,No,No,office,office
R4,2024-01-08,2.3548334,0.2,7.59,No,No,No,No,No,office,office
R5,2024-01-08,2.3548334,0.2,7.65,No,No,No,No,No,office,office
R6,2024-01-08,2.3548334,0.2,9.04,Yes,No,Yes,Yes,No,office,office
R7,2024-01-08,2.3548334,0.2,7.85,No,Yes,No,No,Yes,office,office
R8,2024-01-08,2.3548334,0.2,7.27,No,Yes,Yes,No,No,office,office
R9,2024-01-08,2.3548334,0.2,6.38,No,No,No,No,Yes,office,office
R10,2024-01-08,2.3548334,0.2,10.86,No,No,No,No,Yes,office,home
R11,2024-01-08,2.3548334,0.2,7.86,No,No,Yes,Yes,No,office,office
R1,2024-01-09,1.8319167,0.0,12.86,No,No,Yes,Yes,No,office,office
R2,2024-01-09,1.8319167,0.0,13.16,No,No,Yes,No,No,office,office
R3,2024-01-09,1.8319167,0.0,10.26,No,No,No,No,No,office,office
R4,2024-01-09,1.8319167,0.0,14.76,No,No,No,No,No,home,home
R5,2024-01-09,1.8319167,0.0,5.83,No,No,Yes,No,No,office,office
R6,2024-01-09,1.8319167,0.0,8.49,No,No,No,No,Yes,office,home
R7,2024-01-09,1.8319167,0.0,8.69,No,No,No,Yes,No,office,office
R8,2024-01-09,1.8319167,0.0,8.98,No,No,Yes,Yes,No,office,office
R9,2024-01-09,1.8319167,0.0,6.38,Yes,Yes,Yes,No,No,office,office
R10,2024-01-09,1.8319167,0.0,10.86,No,Yes,Yes,No,No,office,office
R11,2024-01-09,1.8319167,0.0,8.6,No,No,No,No,No,home,home
R1,2024-01-10,2.8360837,0.0,8.51,No,Yes,Yes,No,Yes,office,office
R2,2024-01-10,2.8360837,0.0,13.16,No,No,Yes,No,No,office,office
R3,2024-01-10,2.8360837,0.0,13.31,No,No,Yes,Yes,No,office,office
R4,2024-01-10,2.8360837,0.0,9.15,No,No,No,No,Yes,office,home
R5,2024-01-10,2.8360837,0.0,5.83,No,No,No,Yes,No,office,home
R6,2024-01-10,2.8360837,0.0,8.49,No,No,Yes,No,No,office,office
R7,2024-01-10,2.8360837,0.0,7.85,No,No,Yes,Yes,No,office,office
R8,2024-01-10,2.8360837,0.0,5.96,No,No,Yes,No,Yes,office,office
R9,2024-01-10,2.8360837,0.0,12.21,Yes,No,No,No,No,office,office
R10,2024-01-10,2.8360837,0.0,10.86,No,No,No,Yes,No,office,home
R11,2024-01-10,2.8360837,0.0,8.6,No,Yes,Yes,Yes,Yes,office,office
R1,2024-01-11,4.042333,0.0,8.51,No,No,Yes,Yes,No,office,office
R2,2024-01-11,4.042333,0.0,8.39,No,Yes,No,No,No,office,office
R3,2024-01-11,4.042333,0.0,8.77,No,Yes,Yes,No,Yes,office,office
R4,2024-01-11,4.042333,0.0,11.67,No,No,Yes,No,No,office,office
R5,2024-01-11,4.042333,0.0,13.56,No,No,No,No,No,home,home
R6,2024-01-11,4.042333,0.0,8.55,Yes,No,No,No,No,office,office
R7,2024-01-11,4.042333,0.0,8.65,No,No,Yes,No,No,office,office
R8,2024-01-11,4.042333,0.0,13.44,No,No,No,No,No,home,home
R9,2024-01-11,4.042333,0.0,6.38,Yes,No,Yes,Yes,No,office,office
R10,2024-01-11,4.042333,0.0,10.86,No,No,Yes,No,No,office,office
R11,2024-01-11,4.042333,0.0,8.6,No,No,No,No,No,home,home
R1,2024-01-12,5.6214995,0.0,12.24,No,No,No,No,No,home,home
R2,2024-01-12,5.6214995,0.0,9.08,No,No,No,Yes,No,home,home
R3,2024-01-12,5.6214995,0.0,6.39,No,No,Yes,Yes,No,office,office
R4,2024-01-12,5.6214995,0.0,11.07,Yes,Yes,Yes,Yes,No,office,office
R5,2024-01-12,5.6214995,0.0,5.83,No,Yes,Yes,No,Yes,office,office
R6,2024-01-12,5.6214995,0.0,8.49,No,No,No,No,No,office,office
R7,2024-01-12,5.6214995,0.0,7.85,No,No,No,No,No,home,home
R8,2024-01-12,5.6214995,0.0,5.72,No,No,No,No,No,home,home
R9,2024-01-12,5.6214995,0.0,14.18,No,No,Yes,Yes,No,office,office
R10,2024-01-12,5.6214995,0.0,10.86,No,No,Yes,No,No,office,office
R11,2024-01-12,5.6214995,0.0,8.6,No,No,No,No,No,office,office
R1,2024-01-15,-0.73475,0.0,8.51,No,No,Yes,No,No,office,office
R2,2024-01-15,-0.73475,0.0,14.89,No,No,Yes,No,Yes,office,office
R3,2024-01-15,-0.73475,0.0,6.39,No,No,Yes,No,No,office,office
R4,2024-01-15,-0.73475,0.0,8.73,No,No,No,Yes,Yes,home,home
R5,2024-01-15,-0.73475,0.0,5.83,No,No,No,Yes,No,home,office
R6,2024-01-15,-0.73475,0.0,8.49,No,Yes,No,No,No,office,office
R7,2024-01-15,-0.73475,0.0,8.29,No,Yes,Yes,No,No,office,office
R8,2024-01-15,-0.73475,0.0,5.96,No,No,Yes,No,Yes,office,office
R9,2024-01-15,-0.73475,0.0,8.88,Yes,No,No,No,No,office,office
R10,2024-01-15,-0.73475,0.0,13.82,No,No,Yes,No,Yes,office,office
R11,2024-01-15,-0.73475,0.0,8.49,No,No,Yes,No,Yes,office,office
R1,2024-01-16,-0.5222501,0.0,8.51,No,No,Yes,No,Yes,office,office
R2,2024-01-16,-0.5222501,0.0,13.91,Yes,No,No,Yes,No,office,office
R3,2024-01-16,-0.5222501,0.0,6.39,No,No,No,No,No,office,office
R4,2024-01-16,-0.5222501,0.0,8.73,No,No,No,Yes,No,office,office
R5,2024-01-16,-0.5222501,0.0,5.83,No,No,No,No,No,home,office
R6,2024-01-16,-0.5222501,0.0,5.9,No,No,No,No,No,home,home
R7,2024-01-16,-0.5222501,0.0,7.24,No,No,No,No,No,home,home
R8,2024-01-16,-0.5222501,0.0,5.96,No,Yes,Yes,Yes,No,office,office
R9,2024-01-16,-0.5222501,0.0,6.38,Yes,Yes,No,Yes,Yes,office,office
R10,2024-01-16,-0.5222501,0.0,10.86,No,No,Yes,Yes,No,office,office
R11,2024-01-16,-0.5222501,0.0,8.6,No,No,No,Yes,No,home,office
R1,2024-01-17,0.52566665,0.0,6.84,No,No,No,No,No,office,office
R2,2024-01-17,0.52566665,0.0,11.66,No,No,Yes,No,No,office,office
R3,2024-01-17,0.52566665,0.0,6.39,No,No,Yes,Yes,No,office,office
R4,2024-01-17,0.52566665,0.0,12.39,No,No,No,No,No,home,home
R5,2024-01-17,0.52566665,0.0,9.53,No,No,Yes,Yes,No,office,office
R6,2024-01-17,0.52566665,0.0,12.19,Yes,No,Yes,No,No,office,office
R7,2024-01-17,0.52566665,0.0,7.85,No,No,No,Yes,Yes,home,home
R8,2024-01-17,0.52566665,0.0,10.09,No,No,No,No,No,home,home
R9,2024-01-17,0.52566665,0.0,6.38,No,No,Yes,No,No,office,office
R10,2024-01-17,0.52566665,0.0,10.86,No,Yes,No,No,No,office,office
R11,2024-01-17,0.52566665,0.0,8.6,No,Yes,No,Yes,No,office,office
R1,2024-01-18,-1.3701667,0.0,8.51,No,Yes,Yes,Yes,No,office,office
R2,2024-01-18,-1.3701667,0.0,13.16,No,Yes,No,No,No,office,office
R3,2024-01-18,-1.3701667,0.0,6.39,No,No,Yes,No,Yes,office,office
R4,2024-01-18,-1.3701667,0.0,8.73,Yes,No,Yes,No,No,office,office
R5,2024-01-18,-1.3701667,0.0,5.83,No,No,Yes,No,Yes,office,office
R6,2024-01-18,-1.3701667,0.0,8.49,Yes,No,Yes,No,Yes,office,office
R7,2024-01-18,-1.3701667,0.0,7.85,No,No,No,No,No,home,office
R8,2024-01-18,-1.3701667,0.0,5.96,No,No,No,Yes,No,home,home
R9,2024-01-18,-1.3701667,0.0,9.06,No,No,Yes,No,No,office,office
R10,2024-01-18,-1.3701667,0.0,10.86,No,No,Yes,Yes,No,office,office
R11,2024-01-18,-1.3701667,0.0,8.6,No,No,No,No,No,home,office
R1,2024-01-19,-0.2201667,0.0,8.51,No,No,Yes,No,No,office,office
R2,2024-01-19,-0.2201667,0.0,13.16,No,No,No,Yes,No,office,home
R3,2024-01-19,-0.2201667,0.0,5.3,No,Yes,Yes,Yes,No,office,office
R4,2024-01-19,-0.2201667,0.0,9.21,Yes,Yes,Yes,No,No,office,office
R5,2024-01-19,-0.2201667,0.0,11.06,No,No,No,No,No,office,home
R6,2024-01-19,-0.2201667,0.0,8.49,Yes,No,No,Yes,No,office,office
R7,2024-01-19,-0.2201667,0.0,7.85,No,No,Yes,Yes,No,office,office
R8,2024-01-19,-0.2201667,0.0,7.22,No,No,Yes,No,No,office,office
R9,2024-01-19,-0.2201667,0.0,7.75,No,No,Yes,Yes,No,office,office
R10,2024-01-19,-0.2201667,0.0,7.79,No,No,No,No,No,office,home
R11,2024-01-19,-0.2201667,0.0,9.03,No,No,Yes,No,No,office,office
R1,2024-01-22,8.95275,2.2,6.36,No,No,Yes,No,No,office,office
R2,2024-01-22,8.95275,2.2,13.16,No,No,Yes,No,No,office,office
R3,2024-01-22,8.95275,2.2,6.39,No,No,Yes,Yes,No,office,office
R4,2024-01-22,8.95275,2.2,8.73,No,No,No,No,No,office,office
R5,2024-01-22,8.95275,2.2,9.96,No,Yes,No,No,No,office,office
R6,2024-01-22,8.95275,2.2,12.16,Yes,Yes,Yes,Yes,No,office,office
R7,2024-01-22,8.95275,2.2,7.91,No,No,No,Yes,No,home,home
R8,2024-01-22,8.95275,2.2,5.96,No,No,Yes,No,No,office,office
R9,2024-01-22,8.95275,2.2,6.38,No,No,No,Yes,No,home,office
R10,2024-01-22,8.95275,2.2,10.86,No,No,Yes,No,No,office,office
R11,2024-01-22,8.95275,2.2,8.6,No,No,No,No,Yes,home,home
R1,2024-01-23,8.496499,3.1999998,8.51,No,No,Yes,No,No,office,office
R2,2024-01-23,8.496499,3.1999998,13.16,No,No,Yes,No,No,office,office
R3,2024-01-23,8.496499,3.1999998,6.39,No,No,Yes,No,Yes,office,office
R4,2024-01-23,8.496499,3.1999998,8.73,No,No,Yes,No,No,office,office
R5,2024-01-23,8.496499,3.1999998,5.83,No,No,Yes,Yes,No,office,office
R6,2024-01-23,8.496499,3.1999998,8.49,No,No,Yes,No,No,office,office
R7,2024-01-23,8.496499,3.1999998,10.28,No,Yes,Yes,No,Yes,office,office
R8,2024-01-23,8.496499,3.1999998,8.34,No,Yes,Yes,Yes,No,office,office
R9,2024-01-23,8.496499,3.1999998,5.0,Yes,No,Yes,Yes,No,office,office
R10,2024-01-23,8.496499,3.1999998,10.86,No,No,No,Yes,No,office,home
R11,2024-01-23,8.496499,3.1999998,12.63,No,No,Yes,No,No,office,office
R1,2024-01-24,8.925666,0.0,5.25,No,No,Yes,Yes,No,office,office
R2,2024-01-24,8.925666,0.0,13.16,No,No,No,No,Yes,office,office
R3,2024-01-24,8.925666,0.0,6.39,No,No,Yes,Yes,No,office,office
R4,2024-01-24,8.925666,0.0,8.73,Yes,No,No,No,No,office,office
R5,2024-01-24,8.925666,0.0,5.83,No,No,No,No,No,office,home
R6,2024-01-24,8.925666,0.0,8.49,No,No,No,No,Yes,home,home
R7,2024-01-24,8.925666,0.0,13.24,No,No,No,No,No,home,home
R8,2024-01-24,8.925666,0.0,5.96,No,No,No,No,No,office,office
R9,2024-01-24,8.925666,0.0,6.38,No,Yes,No,No,No,office,office
R10,2024-01-24,8.925666,0.0,10.86,No,Yes,Yes,Yes,No,office,office
R11,2024-01-24,8.925666,0.0,6.77,No,No,No,No,No,office,office
R1,2024-01-25,7.2215,0.70000005,9.87,No,Yes,Yes,No,Yes,office,office
R2,2024-01-25,7.2215,0.70000005,13.16,No,No,No,Yes,No,office,office
R3,2024-01-25,7.2215,0.70000005,11.99,No,No,Yes,No,No,office,office
R4,2024-01-25,7.2215,0.70000005,8.73,No,No,Yes,Yes,No,office,office
R5,2024-01-25,7.2215,0.70000005,5.83,No,No,Yes,No,No,office,office
R6,2024-01-25,7.2215,0.70000005,8.49,No,No,No,No,No,home,home
R7,2024-01-25,7.2215,0.70000005,8.3,No,No,No,No,No,home,home
R8,2024-01-25,7.2215,0.70000005,7.05,No,No,No,No,No,home,home
R9,2024-01-25,7.2215,0.70000005,6.38,No,No,Yes,No,Yes,office,office
R10,2024-01-25,7.2215,0.70000005,10.86,No,No,No,No,No,office,home
R11,2024-01-25,7.2215,0.70000005,8.6,No,Yes,No,Yes,No,office,office
R1,2024-01-26,7.7131667,3.7000003,10.43,Yes,No,No,No,No,office,office
R2,2024-01-26,7.7131667,3.7000003,13.16,No,Yes,No,No,No,office,office
R3,2024-01-26,7.7131667,3.7000003,6.39,No,Yes,No,No,No,office,office
R4,2024-01-26,7.7131667,3.7000003,12.26,No,No,No,No,Yes,office,office
R5,2024-01-26,7.7131667,3.7000003,5.83,No,No,No,No,Yes,office,office
R6,2024-01-26,7.7131667,3.7000003,8.49,No,No,No,No,No,home,office
R7,2024-01-26,7.7131667,3.7000003,8.21,No,No,Yes,No,No,office,office
R8,2024-01-26,7.7131667,3.7000003,5.96,No,No,Yes,No,Yes,office,office
R9,2024-01-26,7.7131667,3.7000003,10.63,No,No,Yes,No,No,office,office
R10,2024-01-26,7.7131667,3.7000003,5.55,No,No,Yes,No,Yes,office,office
R11,2024-01-26,7.7131667,3.7000003,8.6,No,No,Yes,No,No,office,office
R1,2024-01-29,9.640248,0.1,10.89,No,No,Yes,Yes,No,office,office
R2,2024-01-29,9.640248,0.1,13.16,No,No,Yes,Yes,Yes,office,office
R3,2024-01-29,9.640248,0.1,6.39,No,No,No,Yes,No,office,office
R4,2024-01-29,9.640248,0.1,8.41,No,Yes,No,No,No,office,office
R5,2024-01-29,9.640248,0.1,11.82,No,Yes,No,No,Yes,office,office
R6,2024-01-29,9.640248,0.1,8.49,No,No,No,Yes,No,office,office
R7,2024-01-29,9.640248,0.1,7.85,No,No,Yes,Yes,No,office,office
R8,2024-01-29,9.640248,0.1,5.96,No,No,No,No,No,office,home
R9,2024-01-29,9.640248,0.1,13.79,No,No,Yes,No,Yes,office,office
R10,2024-01-29,9.640248,0.1,12.57,No,No,Yes,No,No,office,office
R11,2024-01-29,9.640248,0.1,8.6,No,No,Yes,Yes,No,office,office
R1,2024-01-30,8.248583,0.4,8.51,No,No,No,No,Yes,home,home
R2,2024-01-30,8.248583,0.4,13.16,Yes,No,No,No,No,office,office
R3,2024-01-30,8.248583,0.4,6.39,No,No,Yes,No,No,office,office
R4,2024-01-30,8.248583,0.4,11.52,No,No,Yes,No,Yes,office,office
R5,2024-01-30,8.248583,0.4,5.83,No,No,No,No,No,office,home
R6,2024-01-30,8.248583,0.4,11.62,No,Yes,No,No,No,office,office
R7,2024-01-30,8.248583,0.4,7.85,No,Yes,No,Yes,No,office,office
R8,2024-01-30,8.248583,0.4,5.96,No,No,No,No,No,home,home
R9,2024-01-30,8.248583,0.4,12.41,No,No,Yes,No,No,office,office
R10,2024-01-30,8.248583,0.4,10.86,No,No,No,Yes,No,office,home
R11,2024-01-30,8.248583,0.4,5.35,No,No,No,No,No,home,home
R1,2024-01-31,6.2277493,0.5,13.48,No,No,Yes,No,No,office,office
R2,2024-01-31,6.2277493,0.5,5.49,No,No,Yes,No,No,office,office
R3,2024-01-31,6.2277493,0.5,6.39,No,No,Yes,No,Yes,office,office
R4,2024-01-31,6.2277493,0.5,8.73,No,No,Yes,No,No,office,office
R5,2024-01-31,6.2277493,0.5,5.83,No,No,Yes,Yes,No,office,office
R6,2024-01-31,6.2277493,0.5,5.02,No,No,Yes,No,Yes,office,office
R7,2024-01-31,6.2277493,0.5,8.31,No,No,No,No,Yes,office,office
R8,2024-01-31,6.2277493,0.5,5.96,No,Yes,Yes,No,No,office,office
R9,2024-01-31,6.2277493,0.5,6.38,No,Yes,Yes,Yes,No,office,office
R10,2024-01-31,6.2277493,0.5,10.86,No,No,Yes,No,Yes,office,office
R11,2024-01-31,6.2277493,0.5,8.6,No,No,No,No,Yes,office,home
R1,2024-02-01,5.2444167,0.0,7.44,No,No,Yes,No,No,office,office
R2,2024-02-01,5.2444167,0.0,13.16,No,No,No,No,No,home,office
R3,2024-02-01,5.2444167,0.0,6.39,No,No,Yes,No,No,office,office
R4,2024-02-01,5.2444167,0.0,8.73,Yes,No,No,Yes,No,office,office
R5,2024-02-01,5.2444167,0.0,5.83,No,No,No,No,No,home,home
R6,2024-02-01,5.2444167,0.0,11.55,No,No,No,Yes,No,home,office
R7,2024-02-01,5.2444167,0.0,9.95,Yes,No,Yes,No,No,office,office
R8,2024-02-01,5.2444167,0.0,5.96,No,No,Yes,Yes,No,office,office
R9,2024-02-01,5.2444167,0.0,6.38,No,No,No,No,No,office,office
R10,2024-02-01,5.2444167,0.0,10.86,No,Yes,Yes,Yes,No,office,office
R11,2024-02-01,5.2444167,0.0,8.6,No,Yes,Yes,No,No,office,office
R1,2024-02-02,9.161084,0.0,8.51,No,Yes,Yes,No,No,office,office
R2,2024-02-02,9.161084,0.0,6.72,No,Yes,No,No,No,office,office
R3,2024-02-02,9.161084,0.0,6.39,No,No,Yes,Yes,No,office,office
R4,2024-02-02,9.161084,0.0,5.31,No,No,No,No,No,office,home
R5,2024-02-02,9.161084,0.0,14.78,No,No,Yes,No,No,office,office
R6,2024-02-02,9.161084,0.0,8.13,No,No,Yes,No,No,office,office
R7,2024-02-02,9.161084,0.0,7.85,No,No,No,No,No,home,home
R8,2024-02-02,9.161084,0.0,10.02,No,No,Yes,No,Yes,office,office
R9,2024-02-02,9.161084,0.0,12.98,No,No,No,No,No,office,office
R10,2024-02-02,9.161084,0.0,9.97,No,No,No,No,No,office,home
R11,2024-02-02,9.161084,0.0,8.6,No,No,No,No,No,office,home
R1,2024-02-05,9.429833,0.0,8.51,No,No,Yes,No,Yes,office,office
R2,2024-02-05,9.429833,0.0,13.16,No,No,No,No,No,home,office
R3,2024-02-05,9.429833,0.0,10.22,No,Yes,Yes,No,No,office,office
R4,2024-02-05,9.429833,0.0,8.73,No,Yes,No,No,No,office,office
R5,2024-02-05,9.429833,0.0,5.83,No,No,No,No,No,home,home
R6,2024-02-05,9.429833,0.0,8.49,No,No,No,Yes,Yes,home,home
R7,2024-02-05,9.429833,0.0,12.61,No,No,No,Yes,No,office,office
R8,2024-02-05,9.429833,0.0,5.96,No,No,Yes,No,No,office,office
R9,2024-02-05,9.429833,0.0,6.38,No,No,Yes,No,No,office,office
R10,2024-02-05,9.429833,0.0,9.64,No,No,Yes,No,No,office,office
R11,2024-02-05,9.429833,0.0,11.38,No,No,Yes,Yes,Yes,office,office
R1,2024-02-06,10.592334,10.5,7.66,No,No,Yes,Yes,No,office,office
R2,2024-02-06,10.592334,10.5,13.83,No,No,No,No,Yes,home,home
R3,2024-02-06,10.592334,10.5,6.39,No,No,Yes,No,No,office,office
R4,2024-02-06,10.592334,10.5,8.73,No,No,No,No,No,office,office
R5,2024-02-06,10.592334,10.5,9.76,No,Yes,No,No,No,office,office
R6,2024-02-06,10.592334,10.5,8.49,No,Yes,Yes,No,No,office,office
R7,2024-02-06,10.592334,10.5,7.85,No,No,Yes,No,No,office,office
R8,2024-02-06,10.592334,10.5,5.96,No,No,Yes,No,No,office,office
R9,2024-02-06,10.592334,10.5,9.8,No,No,No,Yes,Yes,home,home
R10,2024-02-06,10.592334,10.5,10.86,No,No,No,No,No,office,home
R11,2024-02-06,10.592334,10.5,8.6,No,No,Yes,No,No,office,office
R1,2024-02-07,4.904833,0.1,9.93,No,No,No,No,No,home,home
R2,2024-02-07,4.904833,0.1,8.98,No,No,Yes,Yes,No,office,office
R3,2024-02-07,4.904833,0.1,6.39,No,No,No,Yes,No,office,office
R4,2024-02-07,4.904833,0.1,8.73,No,No,No,Yes,No,office,home
R5,2024-02-07,4.904833,0.1,5.83,No,No,Yes,No,Yes,office,office
R6,2024-02-07,4.904833,0.1,8.49,No,No,Yes,No,No,office,office
R7,2024-02-07,4.904833,0.1,7.85,No,Yes,No,No,Yes,office,office
R8,2024-02-07,4.904833,0.1,5.96,No,Yes,No,Yes,No,office,office
R9,2024-02-07,4.904833,0.1,7.14,Yes,No,Yes,No,No,office,office
R10,2024-02-07,4.904833,0.1,10.86,No,No,Yes,Yes,No,office,office
R11,2024-02-07,4.904833,0.1,8.6,No,No,No,No,No,office,office
R1,2024-02-08,3.9485836,14.7,8.51,No,No,Yes,No,No,office,office
R2,2024-02-08,3.9485836,14.7,13.16,No,No,Yes,No,No,office,office
R3,2024-02-08,3.9485836,14.7,7.51,No,No,Yes,No,No,office,office
R4,2024-02-08,3.9485836,14.7,12.24,No,No,Yes,No,Yes,office,office
R5,2024-02-08,3.9485836,14.7,5.83,No,No,No,No,No,home,home
R6,2024-02-08,3.9485836,14.7,8.49,No,No,No,No,No,office,office
R7,2024-02-08,3.9485836,14.7,7.85,No,No,Yes,No,No,office,office
R8,2024-02-08,3.9485836,14.7,5.96,No,No,No,No,No,home,home
R9,2024-02-08,3.9485836,14.7,5.68,Yes,Yes,No,No,No,office,office
R10,2024-02-08,3.9485836,14.7,10.86,No,Yes,No,Yes,No,office,office
R11,2024-02-08,3.9485836,14.7,8.6,No,No,No,No,No,home,office
R1,2024-02-09,9.700666,18.700003,6.43,No,Yes,Yes,No,No,office,office
R2,2024-02-09,9.700666,18.700003,18.44,No,No,No,Yes,No,home,home
R3,2024-02-09,9.700666,18.700003,14.2,No,No,Yes,No,Yes,office,office
R4,2024-02-09,9.700666,18.700003,8.73,No,No,Yes,No,No,office,office
R5,2024-02-09,9.700666,18.700003,21.59,No,No,Yes,Yes,No,office,office
R6,2024-02-09,9.700666,18.700003,24.91,No,No,No,No,No,office,home
R7,2024-02-09,9.700666,18.700003,22.53,No,No,No,No,No,home,office
R8,2024-02-09,9.700666,18.700003,11.44,No,No,Yes,No,Yes,office,office
R9,2024-02-09,9.700666,18.700003,9.66,No,No,Yes,No,No,office,office
R10,2024-02-09,9.700666,18.700003,10.86,No,No,Yes,No,Yes,office,office
R11,2024-02-09,9.700666,18.700003,14.86,No,Yes,No,Yes,No,office,office
R1,2024-02-12,4.7173333,0.0,13.35,No,No,No,No,No,home,office
R2,2024-02-12,4.7173333,0.0,9.96,No,Yes,No,No,No,office,office
R3,2024-02-12,4.7173333,0.0,12.82,No,Yes,Yes,Yes,No,office,office
R4,2024-02-12,4.7173333,0.0,14.39,Yes,No,Yes,No,No,office,office
R5,2024-02-12,4.7173333,0.0,5.58,No,No,Yes,Yes,No,office,office
R6,2024-02-12,4.7173333,0.0,8.49,Yes,No,No,Yes,Yes,home,home
R7,2024-02-12,4.7173333,0.0,7.85,Yes,No,Yes,No,No,office,office
R8,2024-02-12,4.7173333,0.0,5.96,No,No,Yes,No,No,office,office
R9,2024-02-12,4.7173333,0.0,14.42,Yes,No,Yes,No,Yes,office,office
R10,2024-02-12,4.7173333,0.0,10.86,No,No,Yes,Yes,Yes,office,office
R11,2024-02-12,4.7173333,0.0,8.6,No,No,Yes,Yes,No,office,office
R1,2024-02-13,7.2548327,6.7,8.51,No,No,Yes,No,Yes,office,office
R2,2024-02-13,7.2548327,6.7,13.16,No,No,No,Yes,No,home,home
R3,2024-02-13,7.2548327,6.7,14.67,No,No,Yes,No,No,office,office
R4,2024-02-13,7.2548327,6.7,8.73,Yes,Yes,Yes,Yes,Yes,office,office
R5,2024-02-13,7.2548327,6.7,5.83,No,Yes,Yes,No,No,office,office
R6,2024-02-13,7.2548327,6.7,8.49,Yes,No,Yes,No,No,office,office
R7,2024-02-13,7.2548327,6.7,7.85,No,No,No,No,No,home,home
R8,2024-02-13,7.2548327,6.7,5.96,No,No,No,Yes,No,home,home
R9,2024-02-13,7.2548327,6.7,11.84,No,No,No,No,No,office,home
R10,2024-02-13,7.2548327,6.7,14.44,No,No,Yes,No,No,office,office
R11,2024-02-13,7.2548327,6.7,13.97,No,No,Yes,No,No,office,office
R1,2024-02-14,12.425667,1.7,8.51,No,No,Yes,No,No,office,office
R2,2024-02-14,12.425667,1.7,13.16,No,No,No,No,No,home,home
R3,2024-02-14,12.425667,1.7,10.48,No,No,No,No,Yes,home,office
R4,2024-02-14,12.425667,1.7,8.73,Yes,No,No,No,No,office,office
R5,2024-02-14,12.425667,1.7,5.83,No,No,No,No,No,home,home
R6,2024-02-14,12.425667,1.7,8.49,Yes,Yes,No,No,No,office,office
R7,2024-02-14,12.425667,1.7,7.85,No,Yes,No,Yes,No,office,office
R8,2024-02-14,12.425667,1.7,5.96,No,No,Yes,No,No,office,office
R9,2024-02-14,12.425667,1.7,6.38,No,No,Yes,Yes,No,office,office
R10,2024-02-14,12.425667,1.7,10.86,No,No,Yes,Yes,No,office,office
R11,2024-02-14,12.425667,1.7,8.6,No,No,No,No,No,office,office
